application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel
APP000374,CUST003363,2023-10-18,Travel,39500,48,7.79,Online
APP000375,CUST004795,2023-03-08,Medical,50000,36,13.51,Branch
APP000376,CUST000717,2023-02-06,Wedding,37500,48,17.53,Broker
APP000377,CUST005781,2023-11-01,Other,29000,36,11.89,Broker
APP000378,CUST003374,2024-12-17,Medical,19500,60,20.32,Broker
APP000379,CUST000479,2024-02-04,Travel,43000,48,12.48,Broker
APP000380,CUST005055,2024-01-19,Car Purchase,28000,48,8.92,Branch
APP000381,CUST001050,2023-01-29,Debt Consolidation,26000,36,17.79,Online
APP000382,CUST001239,2024-03-24,Wedding,17000,48,10.58,Broker
APP000383,CUST000036,2024-01-12,Debt Consolidation,28500,24,11.18,Broker
APP000384,CUST001670,2024-12-30,Car Purchase,22500,24,20.18,Broker
APP000385,CUST002679,2024-09-14,Car Purchase,5000,36,13.81,Online
APP000386,CUST000724,2024-12-01,Wedding,20000,60,22.5,Broker
APP000387,CUST004745,2024-04-02,Other,31500,48,14.11,Online
APP000388,CUST003385,2023-09-13,Travel,27000,12,11.56,Branch
APP000389,CUST003618,2023-02-05,Travel,40500,36,12.1,Online
APP000390,CUST003002,2024-11-01,Home Renovation,24500,24,12.54,Broker
APP000391,CUST001166,2023-10-29,Car Purchase,10500,36,9.75,Broker
APP000392,CUST000041,2024-04-21,Car Purchase,10500,36,9.97,Online
APP000393,CUST003886,2024-10-09,Car Purchase,20000,12,10.6,Online
APP000394,CUST003838,2024-05-10,Home Renovation,25500,36,17.47,Branch
APP000395,CUST004625,2024-04-19,Home Renovation,24500,24,7.78,Online
APP000396,CUST002952,2023-07-27,Car Purchase,38500,60,11.89,Branch
APP000397,CUST004986,2023-09-08,Wedding,32500,36,13.98,Online
APP000398,CUST004409,2024-09-01,Debt Consolidation,30500,24,17.55,Online
APP000399,CUST004739,2023-11-02,Debt Consolidation,13000,24,14.85,Online
APP000400,CUST003307,2024-07-30,Car Purchase,15500,24,18.98,Broker
APP000401,CUST001565,2024-01-20,Debt Consolidation,40500,60,16.02,Online
APP000402,CUST005785,2024-11-15,Home Renovation,21500,48,18.82,Online
APP000403,CUST004264,2023-03-03,Debt Consolidation,41500,36,20.17,Online
APP000404,CUST000971,2024-04-03,Debt Consolidation,16500,48,15.87,Branch
APP000405,CUST003180,2024-03-05,Car Purchase,2500,48,21.04,Online
APP000406,CUST004109,2024-05-07,Debt Consolidation,34500,36,18.79,Online
APP000407,CUST004662,2023-10-05,Debt Consolidation,4000,36,18.53,Online
APP000408,CUST000353,2024-03-31,Car Purchase,19000,48,10.38,Online
APP000409,CUST001611,2024-07-23,Debt Consolidation,14500,48,12.71,Branch
APP000410,CUST002344,2023-08-12,Debt Consolidation,29000,24,19.18,Online
APP000411,CUST000161,2023-01-28,Travel,38500,48,9.6,Broker
APP000412,CUST003839,2023-04-19,Wedding,17500,48,18.7,Branch
APP000413,CUST005628,2023-02-23,Debt Consolidation,47000,12,12.45,Online
APP000414,CUST001466,2024-09-28,Debt Consolidation,32000,24,12.51,Online
APP000415,CUST004017,2024-05-07,Home Renovation,47000,48,21.44,Broker
APP000416,CUST003100,2023-04-15,Wedding,38000,36,9.08,Branch
APP000417,CUST001839,2024-03-04,Wedding,17000,36,12.44,Branch
APP000418,CUST000487,2024-04-25,Travel,6000,36,15.84,Online
APP000419,CUST001834,2023-07-11,Other,16000,48,17.65,Broker
APP000420,CUST004016,2023-07-24,Debt Consolidation,25000,48,22.12,Branch
APP000421,CUST002836,2024-05-30,Home Renovation,48500,24,10.53,Branch
APP000422,CUST000876,2023-11-01,Car Purchase,17500,48,10.87,Broker
APP000423,CUST001073,2023-06-22,Debt Consolidation,39000,24,19.85,Broker
APP000424,CUST004003,2024-09-11,Home Renovation,16500,48,10.71,Online
APP000425,CUST000253,2024-02-04,Home Renovation,11500,36,13.74,Online
APP000426,CUST002999,2024-03-27,Travel,44000,36,19.43,Broker
APP000427,CUST001474,2023-06-01,Home Renovation,28500,36,21.09,Broker
APP000428,CUST001066,2024-12-16,Debt Consolidation,47000,12,9.93,Online
APP000429,CUST005597,2023-04-13,Debt Consolidation,24000,12,17.36,Online
APP000430,CUST002037,2024-08-29,Wedding,29000,24,22.24,Online
APP000431,CUST004691,2023-08-21,Debt Consolidation,28500,36,12.69,Broker
APP000432,CUST004443,2024-06-22,Car Purchase,22500,60,9.01,Online
APP000433,CUST004645,2023-06-06,Other,20000,36,14.33,Broker
APP000434,CUST004757,2023-02-16,Debt Consolidation,32000,36,19.68,Online
APP000435,CUST005123,2024-06-20,Wedding,8000,48,12.47,Branch
APP000436,CUST000248,2023-01-22,Medical,29500,36,18.95,Broker
APP000437,CUST003479,2024-01-18,Debt Consolidation,5000,24,22.18,Online
APP000438,CUST002597,2024-03-25,Other,25500,48,8.25,Broker
APP000439,CUST002910,2024-03-29,Debt Consolidation,47000,60,20.55,Branch
APP000440,CUST004475,2024-01-06,Debt Consolidation,43500,24,21.12,Online
APP000441,CUST003991,2024-10-18,Debt Consolidation,44500,60,22.01,Online
APP000442,CUST000905,2023-08-17,Debt Consolidation,12500,36,11.5,Broker
APP000443,CUST003452,2024-08-14,Medical,30000,48,8.13,Branch
APP000444,CUST004998,2024-09-09,Travel,10500,48,16.82,Online
APP000445,CUST000970,2023-02-10,Medical,29500,36,12.32,Broker
APP000446,CUST004913,2023-02-26,Debt Consolidation,27000,48,18.26,Online
APP000447,CUST005713,2024-09-29,Home Renovation,5000,24,15.69,Branch
APP000448,CUST003933,2023-01-18,Medical,30000,36,22.17,Broker
APP000449,CUST001557,2024-10-28,Debt Consolidation,42500,24,12.82,Broker
APP000450,CUST003324,2023-03-27,Debt Consolidation,33000,60,12.05,Branch
APP000451,CUST003484,2023-01-09,Debt Consolidation,4000,36,12.44,Online
APP000452,CUST001177,2023-09-22,Car Purchase,40500,36,15.75,Online
APP000453,CUST002669,2024-07-21,Car Purchase,17000,60,8.21,Online
APP000454,CUST000128,2023-02-01,Wedding,43000,36,15.33,Branch
APP000455,CUST003086,2023-09-09,Home Renovation,22000,12,17.52,Branch
APP000456,CUST003056,2024-07-22,Debt Consolidation,10500,12,8.62,Branch
APP000457,CUST002442,2023-04-05,Home Renovation,29000,36,20.11,Branch
APP000458,CUST005170,2023-11-21,Car Purchase,29000,60,18.51,Branch
APP000459,CUST002625,2024-03-21,Other,20000,12,11.15,Online
APP000460,CUST001468,2024-06-29,Debt Consolidation,36000,12,7.62,Online
APP000461,CUST004919,2023-12-28,Home Renovation,13000,24,20.47,Branch
APP000462,CUST005400,2024-08-31,Car Purchase,40000,24,11.99,Broker
APP000463,CUST005602,2023-07-12,Debt Consolidation,13000,12,19.58,Online
APP000464,CUST005955,2024-06-10,Car Purchase,6500,36,10.27,Branch
APP000465,CUST004932,2024-06-13,Debt Consolidation,45500,48,8.52,Broker
APP000466,CUST004124,2024-06-23,Medical,49000,48,9.43,Online
APP000467,CUST000724,2023-09-29,Home Renovation,20500,60,8.0,Online
APP000468,CUST001013,2023-07-20,Debt Consolidation,29000,36,8.99,Online
APP000469,CUST003423,2024-11-16,Home Renovation,30500,12,10.62,Branch
APP000470,CUST000195,2024-05-04,Debt Consolidation,4000,24,14.68,Branch
APP000471,CUST005350,2024-06-30,Car Purchase,30500,36,18.78,Branch
APP000472,CUST001597,2023-06-13,Car Purchase,38000,36,18.24,Broker
APP000473,CUST002460,2024-01-18,Car Purchase,17000,12,19.53,Online
APP000474,CUST002344,2023-10-06,Medical,34500,60,8.29,Online
APP000475,CUST001810,2024-07-04,Car Purchase,19000,60,8.61,Branch
APP000476,CUST000720,2024-01-11,Medical,34500,60,17.92,Branch
APP000477,CUST001983,2024-08-19,Travel,19500,24,14.36,Branch
APP000478,CUST001581,2024-03-28,Car Purchase,11500,24,11.35,Online
APP000479,CUST000196,2023-07-11,Car Purchase,24000,36,13.97,Online
APP000480,CUST003378,2023-02-09,Travel,40500,12,18.81,Online
APP000481,CUST005047,2024-06-29,Other,22000,48,18.87,Online
APP000482,CUST001246,2024-06-15,Debt Consolidation,46000,36,7.97,Broker
APP000483,CUST003881,2023-06-05,Home Renovation,20000,36,11.49,Broker
APP000484,CUST004903,2023-02-21,Debt Consolidation,42500,48,16.21,Broker
APP000485,CUST000888,2024-08-03,Medical,21500,36,17.12,Online
APP000486,CUST000141,2023-11-18,Home Renovation,45500,36,19.31,Online
APP000487,CUST005612,2024-06-10,Other,28500,24,20.49,Online
APP000488,CUST000352,2023-08-26,Travel,19500,48,7.94,Branch
APP000489,CUST004285,2023-05-07,Other,33000,36,18.28,Broker
APP000490,CUST000039,2024-03-12,Medical,24000,24,16.5,Online
APP000491,CUST002650,2024-06-09,Home Renovation,13500,36,8.27,Online
APP000492,CUST002489,2024-04-15,Home Renovation,25500,36,20.01,Broker
APP000493,CUST005326,2023-05-01,Debt Consolidation,32000,48,17.63,Broker
APP000494,CUST005974,2024-05-19,Travel,36500,24,10.82,Online
APP000495,CUST000384,2023-02-03,Wedding,45000,12,13.66,Online
APP000496,CUST005111,2024-07-23,Travel,25000,60,13.34,Online
APP000497,CUST001121,2024-07-15,Car Purchase,22000,36,17.96,Online
APP000498,CUST004210,2024-05-17,Medical,4500,36,16.4,Broker
APP000499,CUST000691,2024-04-02,Wedding,3500,24,14.23,Branch
APP000500,CUST000075,2024-09-12,Car Purchase,11500,48,16.88,Online
APP000501,CUST002146,2023-06-22,Car Purchase,5000,36,8.97,Branch
APP000502,CUST004856,2023-06-16,Wedding,47000,48,11.04,Online
APP000503,CUST001336,2023-08-06,Wedding,20000,60,18.58,Online
APP000504,CUST000159,2023-08-13,Travel,34500,36,22.1,Broker
APP000505,CUST005619,2024-11-29,Medical,32000,12,13.66,Broker
APP000506,CUST004767,2024-06-22,Wedding,12500,48,11.05,Online
APP000507,CUST004510,2023-08-16,Debt Consolidation,44500,60,8.99,Broker
APP000508,CUST001758,2024-03-03,Car Purchase,20000,24,17.7,Branch
APP000509,CUST004781,2023-02-27,Other,21500,36,10.59,Online
APP000510,CUST003607,2024-09-11,Other,27500,36,16.2,Broker
APP000511,CUST005369,2023-02-16,Home Renovation,13000,24,21.38,Branch
APP000512,CUST005239,2023-06-19,Wedding,12500,24,9.5,Online
APP000513,CUST001863,2023-06-11,Travel,3000,36,17.27,Online
APP000514,CUST000104,2024-04-27,Debt Consolidation,39500,60,16.44,Branch
APP000515,CUST003109,2023-08-20,Car Purchase,39000,24,14.92,Branch
APP000516,CUST003728,2024-02-06,Home Renovation,13500,36,13.36,Branch
APP000517,CUST004161,2024-09-22,Car Purchase,25000,24,22.04,Broker
APP000518,CUST003476,2024-11-07,Home Renovation,3500,36,12.82,Online
APP000519,CUST004753,2023-12-17,Medical,31000,48,22.27,Online
APP000520,CUST003096,2023-09-21,Home Renovation,41500,60,22.29,Online
APP000521,CUST003035,2023-07-30,Car Purchase,16500,48,8.1,Branch
APP000522,CUST004736,2023-01-07,Debt Consolidation,8000,36,17.44,Broker
APP000523,CUST003158,2023-05-24,Debt Consolidation,38000,60,20.62,Branch
APP000524,CUST003260,2024-10-23,Home Renovation,32000,48,14.98,Broker
APP000525,CUST004468,2024-07-01,Home Renovation,22000,36,15.63,Broker
APP000526,CUST004411,2024-09-21,Car Purchase,18000,36,11.34,Online
APP000527,CUST002157,2023-10-14,Home Renovation,7000,12,13.12,Broker
APP000528,CUST003148,2023-03-28,Medical,36500,36,12.39,Online
APP000529,CUST003738,2024-05-02,Debt Consolidation,44000,60,9.01,Online
APP000530,CUST005978,2024-02-07,Debt Consolidation,35500,36,7.8,Broker
APP000531,CUST005755,2024-06-11,Wedding,30500,36,13.92,Broker
APP000532,CUST000912,2024-05-01,Car Purchase,40000,12,10.25,Online
APP000533,CUST001727,2024-04-02,Debt Consolidation,28000,60,12.01,Online
APP000534,CUST000204,2024-03-22,Travel,10000,36,18.68,Online
APP000535,CUST000857,2023-04-10,Home Renovation,15500,36,7.64,Branch
APP000536,CUST005945,2023-10-07,Wedding,12000,48,14.61,Broker
APP000537,CUST004333,2023-04-21,Debt Consolidation,5500,12,19.0,Broker
APP000538,CUST001846,2024-06-20,Travel,24000,24,16.06,Branch
APP000539,CUST003483,2024-05-13,Home Renovation,37000,24,8.13,Branch
APP000540,CUST003091,2024-12-16,Car Purchase,3000,12,21.17,Online
APP000541,CUST001584,2024-02-13,Travel,30500,60,16.59,Online
APP000542,CUST003828,2023-08-21,Car Purchase,40000,48,12.88,Online
APP000543,CUST004374,2023-12-03,Home Renovation,19500,48,13.38,Online
APP000544,CUST001583,2024-11-26,Car Purchase,46500,12,9.35,Online
APP000545,CUST001772,2023-08-04,Car Purchase,35500,24,21.94,Broker
APP000546,CUST000485,2023-11-09,Car Purchase,10500,24,20.6,Online
APP000547,CUST000192,2023-05-18,Car Purchase,39500,36,8.31,Online
APP000548,CUST000550,2024-08-23,Debt Consolidation,22000,48,21.95,Broker
APP000549,CUST002881,2023-12-15,Home Renovation,5500,60,20.08,Branch
APP000550,CUST003382,2024-06-10,Debt Consolidation,42500,36,14.05,Branch
APP000551,CUST000807,2024-11-28,Home Renovation,39000,24,20.91,Broker
APP000552,CUST004282,2023-01-26,Debt Consolidation,11000,60,15.61,Branch
APP000553,CUST001666,2023-09-15,Car Purchase,31000,24,20.8,Broker
APP000554,CUST005232,2024-04-27,Car Purchase,3000,24,13.44,Online
APP000555,CUST000685,2024-10-22,Debt Consolidation,15000,24,22.05,Online
APP000556,CUST001941,2023-08-08,Debt Consolidation,11500,36,21.5,Online
APP000557,CUST003155,2024-04-25,Car Purchase,41500,36,17.37,Online
APP000558,CUST001915,2023-02-19,Debt Consolidation,19500,24,15.5,Online
APP000559,CUST005736,2024-09-17,Debt Consolidation,6000,48,21.3,Online
APP000560,CUST001074,2024-04-21,Other,44500,24,13.32,Online
APP000561,CUST005073,2023-09-19,Debt Consolidation,25500,24,12.11,Branch
APP000562,CUST002706,2024-07-05,Home Renovation,39000,12,10.46,Online
APP000563,CUST005786,2024-05-21,Home Renovation,27500,60,17.03,Online
APP000564,CUST001163,2024-09-21,Debt Consolidation,24500,48,10.62,Online
APP000565,CUST002303,2024-02-12,Wedding,4500,12,17.05,Branch
APP000566,CUST000628,2023-08-16,Home Renovation,25000,12,19.5,Online
APP000567,CUST004392,2024-11-15,Debt Consolidation,29000,36,20.36,Online
APP000568,CUST004546,2024-09-03,Debt Consolidation,35500,48,19.62,Online
APP000569,CUST000061,2023-07-15,Home Renovation,31000,48,17.28,Online
APP000570,CUST002234,2023-10-24,Home Renovation,27500,36,9.32,Branch
APP000571,CUST002357,2023-09-13,Debt Consolidation,8000,36,9.16,Online
APP000572,CUST003431,2023-05-03,Car Purchase,19500,48,16.12,Online
APP000573,CUST002697,2024-05-18,Wedding,15500,24,19.54,Branch
APP000574,CUST000205,2023-07-10,Home Renovation,25500,24,9.83,Online
APP000575,CUST001234,2023-07-09,Car Purchase,34000,36,15.56,Online
APP000576,CUST004747,2023-03-10,Debt Consolidation,37000,24,21.93,Branch
APP000577,CUST005350,2023-05-30,Car Purchase,6000,24,14.96,Online
APP000578,CUST004008,2024-07-09,Car Purchase,3500,24,15.69,Online
APP000579,CUST004482,2024-02-21,Car Purchase,3000,36,20.04,Branch
APP000580,CUST003160,2024-03-09,Debt Consolidation,29000,12,10.15,Broker
APP000581,CUST001360,2023-05-29,Medical,47000,24,18.68,Online
APP000582,CUST004426,2024-03-21,Debt Consolidation,38000,60,12.0,Broker
APP000583,CUST005776,2023-12-09,Car Purchase,23000,36,9.66,Online
APP000584,CUST003999,2023-10-16,Car Purchase,23000,48,7.82,Branch
APP000585,CUST000267,2023-11-11,Wedding,26000,48,7.56,Broker
APP000586,CUST004429,2024-05-18,Car Purchase,8000,48,14.19,Online
APP000587,CUST002175,2023-02-18,Debt Consolidation,33500,36,17.59,Broker
APP000588,CUST003713,2023-09-01,Home Renovation,27500,36,20.13,Branch
APP000589,CUST003689,2023-11-14,Debt Consolidation,26500,12,16.22,Online
APP000590,CUST004166,2024-08-02,Travel,19500,12,9.45,Online
APP000591,CUST003065,2024-09-03,Wedding,21000,48,13.7,Online
APP000592,CUST002409,2023-01-14,Debt Consolidation,42000,24,17.09,Broker
APP000593,CUST004486,2023-07-07,Home Renovation,15000,60,21.09,Branch
APP000594,CUST005669,2023-04-07,Travel,30000,60,17.16,Branch
APP000595,CUST001631,2024-11-08,Debt Consolidation,16500,36,17.66,Branch
APP000596,CUST002454,2023-04-12,Debt Consolidation,44500,48,17.51,Branch
APP000597,CUST005395,2023-07-03,Medical,10500,24,11.92,Online
APP000598,CUST001169,2024-10-13,Debt Consolidation,4500,36,7.53,Branch
APP000599,CUST005764,2023-05-12,Debt Consolidation,25500,48,11.47,Broker
APP000600,CUST003097,2024-10-21,Debt Consolidation,30000,36,11.59,Online
APP000601,CUST001619,2024-12-13,Debt Consolidation,24500,36,9.88,Online
APP000602,CUST002876,2024-07-20,Debt Consolidation,21000,60,11.42,Branch
APP000603,CUST001442,2024-04-24,Car Purchase,29500,60,16.62,Online
APP000604,CUST002724,2023-08-01,Other,3000,48,14.67,Branch
APP000605,CUST004759,2023-02-14,Debt Consolidation,23000,48,17.01,Broker
APP000606,CUST002840,2023-11-01,Debt Consolidation,48500,36,19.38,Branch
APP000607,CUST001859,2023-06-10,Travel,32500,24,17.16,Online
APP000608,CUST001374,2024-03-02,Car Purchase,16500,24,12.12,Branch
APP000609,CUST000853,2024-06-03,Wedding,15000,48,12.78,Online
APP000610,CUST002189,2023-04-21,Other,37000,36,19.84,Online
APP000611,CUST003188,2024-01-04,Debt Consolidation,47000,36,17.4,Online
APP000612,CUST005404,2023-09-30,Other,36500,36,8.74,Broker
APP000613,CUST005436,2024-12-29,Debt Consolidation,37000,36,13.69,Branch
APP000614,CUST005186,2024-05-15,Medical,21500,60,18.28,Broker
APP000615,CUST005647,2023-08-02,Car Purchase,34000,36,8.32,Online
APP000616,CUST001218,2024-12-04,Travel,5000,24,15.89,Online
APP000617,CUST001652,2023-04-21,Home Renovation,44500,60,16.57,Online
APP000618,CUST005233,2024-05-08,Car Purchase,6500,36,8.38,Branch
APP000619,CUST001942,2024-06-22,Debt Consolidation,17000,60,9.48,Branch
APP000620,CUST005701,2024-06-01,Car Purchase,49000,36,18.79,Branch
APP000621,CUST002704,2024-04-06,Car Purchase,38000,36,10.82,Online
APP000622,CUST005941,2024-02-23,Car Purchase,49000,36,15.88,Online
APP000623,CUST002879,2023-01-26,Medical,49500,36,14.14,Online
APP000624,CUST004654,2023-01-29,Other,44500,36,21.26,Broker
APP000625,CUST003643,2023-10-25,Home Renovation,28000,60,13.5,Broker
APP000626,CUST004756,2024-09-26,Wedding,19000,12,10.98,Online
APP000627,CUST000644,2023-10-16,Medical,47500,48,14.95,Broker
APP000628,CUST005524,2024-11-09,Other,28000,60,21.47,Branch
APP000629,CUST003842,2023-08-31,Medical,48000,12,7.68,Branch
APP000630,CUST001903,2024-03-15,Wedding,36500,48,20.15,Branch
APP000631,CUST002752,2023-06-28,Wedding,12000,36,13.94,Online
APP000632,CUST001214,2023-03-09,Debt Consolidation,21500,60,13.74,Branch
APP000633,CUST001854,2023-06-06,Home Renovation,49000,24,18.59,Online
APP000634,CUST004211,2023-01-13,Home Renovation,42500,36,18.52,Branch
APP000635,CUST005692,2024-07-12,Debt Consolidation,43000,48,13.14,Branch
APP000636,CUST000286,2023-07-28,Car Purchase,23000,24,8.59,Online
APP000637,CUST004680,2024-11-06,Medical,2500,36,12.76,Broker
APP000638,CUST002869,2024-10-21,Home Renovation,31500,48,10.37,Online
APP000639,CUST004121,2024-07-24,Medical,41500,12,9.7,Broker
APP000640,CUST000960,2023-12-12,Car Purchase,32000,24,21.52,Online
APP000641,CUST002790,2023-02-26,Travel,7500,48,15.86,Online
APP000642,CUST001771,2023-03-10,Debt Consolidation,13000,24,8.18,Branch
APP000643,CUST000261,2024-04-12,Travel,12000,60,20.52,Broker
APP000644,CUST000598,2024-10-15,Home Renovation,35500,60,14.34,Online
APP000645,CUST003903,2024-08-04,Debt Consolidation,34000,48,12.96,Online
APP000646,CUST004075,2023-05-22,Debt Consolidation,45000,24,12.88,Online
APP000647,CUST005762,2024-08-25,Debt Consolidation,7000,48,13.35,Broker
APP000648,CUST001378,2024-01-25,Travel,15500,48,20.92,Branch
APP000649,CUST004499,2024-06-19,Home Renovation,4500,36,13.58,Online
APP000650,CUST002814,2023-07-17,Car Purchase,33000,36,19.59,Online
APP000651,CUST005461,2023-06-24,Travel,6500,24,22.31,Broker
APP000652,CUST005536,2023-06-22,Debt Consolidation,40000,24,17.84,Branch
APP000653,CUST003767,2024-04-23,Debt Consolidation,40500,12,21.74,Online
APP000654,CUST000446,2024-08-17,Home Renovation,7500,48,15.5,Online
APP000655,CUST003757,2023-07-16,Home Renovation,29000,12,10.8,Online
APP000656,CUST004856,2024-11-17,Debt Consolidation,21000,36,19.52,Online
APP000657,CUST004873,2024-12-10,Debt Consolidation,2500,24,15.3,Online
APP000658,CUST000252,2023-01-04,Home Renovation,36000,36,12.62,Broker
APP000659,CUST004711,2024-11-23,Car Purchase,23500,36,20.6,Branch
APP000660,CUST002440,2023-01-01,Car Purchase,7500,48,21.79,Online
APP000661,CUST002280,2023-08-20,Home Renovation,23500,36,10.5,Online
APP000662,CUST003139,2023-07-30,Medical,24500,60,10.58,Online
APP000663,CUST001312,2024-08-06,Car Purchase,22000,36,19.55,Broker
APP000664,CUST003859,2024-08-22,Debt Consolidation,43000,60,8.45,Branch
APP000665,CUST005444,2023-01-05,Wedding,20000,36,12.91,Online
APP000666,CUST000322,2023-03-02,Car Purchase,27500,24,11.75,Online
APP000667,CUST003134,2024-07-29,Home Renovation,40500,48,11.61,Online
APP000668,CUST004594,2023-07-02,Medical,40500,60,15.99,Online
APP000669,CUST002377,2023-07-04,Debt Consolidation,45500,60,11.78,Broker
